"","area","location","timepoint","date","measurer","waves","sun","rain","temp","st.catch","end.catch","visibility","ID","zone","sex","sex.method","roundness","length","weight","comment","roundness2","date2","meanmaxtempdate","datetomeanmax"
"3995","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",24,"","f","","1",45,62,"","1",2024-07-11,2022-07-03,738.25
"3996","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",9,"","f","","1",45,64,"","1",2024-07-11,2022-07-03,738.25
"3997","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",6,"","f","","1",44.5,67,"dead","1",2024-07-11,2022-07-03,738.25
"3998","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",15,"","f","","1",47.5,69,"","1",2024-07-11,2022-07-03,738.25
"3999","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",36,"","m","","m",45.5,70,"","m",2024-07-11,2022-07-03,738.25
"4000","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",55,"","f","","1",47.5,70,"","1",2024-07-11,2022-07-03,738.25
"4001","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",14,"","f","","1",48,70,"","1",2024-07-11,2022-07-03,738.25
"4002","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",61,"","m","","m",45,71,"","m",2024-07-11,2022-07-03,738.25
"4003","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",1,"","m","","m",45,72,"dead","m",2024-07-11,2022-07-03,738.25
"4004","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",60,"","f","","1",47,72,"","1",2024-07-11,2022-07-03,738.25
"4005","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",28,"","f","","1",47,73,"","1",2024-07-11,2022-07-03,738.25
"4006","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",46,"","f","","1",47,73,"","1",2024-07-11,2022-07-03,738.25
"4007","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",70,"","f","","1",48,73,"","1",2024-07-11,2022-07-03,738.25
"4008","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",8,"","f","","1",47,74,"","1",2024-07-11,2022-07-03,738.25
"4009","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",25,"","f","","1",47.5,74,"","1",2024-07-11,2022-07-03,738.25
"4010","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",73,"","m","","m",47.5,74,"","m",2024-07-11,2022-07-03,738.25
"4011","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",53,"","f","","1",49,74,"","1",2024-07-11,2022-07-03,738.25
"4012","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",38,"","m","","m",46.5,75,"","m",2024-07-11,2022-07-03,738.25
"4013","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",30,"","f","","1",48,75,"","1",2024-07-11,2022-07-03,738.25
"4014","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",57,"","f","","1",48,76,"","1",2024-07-11,2022-07-03,738.25
"4015","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",69,"","f","","2",47.5,77,"","2",2024-07-11,2022-07-03,738.25
"4016","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",63,"","f","","1",48.5,78,"","1",2024-07-11,2022-07-03,738.25
"4017","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",34,"","f","","1",48,79,"","1",2024-07-11,2022-07-03,738.25
"4018","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",62,"","f","","1",48.5,79,"","1",2024-07-11,2022-07-03,738.25
"4019","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",17,"","m","","m",47.5,80,"","m",2024-07-11,2022-07-03,738.25
"4020","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",52,"","m","","m",48,80,"","m",2024-07-11,2022-07-03,738.25
"4021","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",50,"","f","","1",49,81,"dead","1",2024-07-11,2022-07-03,738.25
"4022","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",26,"","f","","1",49.5,81,"","1",2024-07-11,2022-07-03,738.25
"4023","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",35,"","f","","1",48.5,82,"","1",2024-07-11,2022-07-03,738.25
"4024","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",47,"","m","","m",48.5,84,"","m",2024-07-11,2022-07-03,738.25
"4025","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",20,"","f","","1",50.5,84,"","1",2024-07-11,2022-07-03,738.25
"4026","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",40,"","f","","1",51,85,"","1",2024-07-11,2022-07-03,738.25
"4027","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",54,"","f","","1",49,86,"","1",2024-07-11,2022-07-03,738.25
"4028","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",76,"","f","","1",49.5,87,"","1",2024-07-11,2022-07-03,738.25
"4029","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",45,"","f","","1",50.5,89,"","1",2024-07-11,2022-07-03,738.25
"4030","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",37,"","m","","m",49.5,90,"","m",2024-07-11,2022-07-03,738.25
"4031","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",66,"","m","","m",49.5,90,"","m",2024-07-11,2022-07-03,738.25
"4032","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",48,"","m","","m",50,90,"","m",2024-07-11,2022-07-03,738.25
"4033","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",59,"","f","","1",51,90,"","1",2024-07-11,2022-07-03,738.25
"4034","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",18,"","m","","m",51,91,"","m",2024-07-11,2022-07-03,738.25
"4035","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",13,"","f","","1",50,92,"","1",2024-07-11,2022-07-03,738.25
"4036","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",32,"","f","","1",50.5,92,"","1",2024-07-11,2022-07-03,738.25
"4037","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",5,"","f","","1",48,95,"dead","1",2024-07-11,2022-07-03,738.25
"4038","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",19,"","f","","1",50,95,"","1",2024-07-11,2022-07-03,738.25
"4039","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",41,"","f","","1",50,95,"","1",2024-07-11,2022-07-03,738.25
"4040","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",3,"","f","","1",51,98,"dead","1",2024-07-11,2022-07-03,738.25
"4041","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",7,"","f","","1",50,99,"dead","1",2024-07-11,2022-07-03,738.25
"4042","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",11,"","f","","1",52,99,"","1",2024-07-11,2022-07-03,738.25
"4043","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",44,"","f","","1",51.5,101,"","1",2024-07-11,2022-07-03,738.25
"4044","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",2,"","f","","2",50,102,"dead","2",2024-07-11,2022-07-03,738.25
"4045","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",27,"","f","","1",52.5,102,"","1",2024-07-11,2022-07-03,738.25
"4046","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",4,"","f","","1",51,103,"dead","1",2024-07-11,2022-07-03,738.25
"4047","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",64,"","f","","1",52,103,"","1",2024-07-11,2022-07-03,738.25
"4048","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",67,"","f","","1",54,103,"","1",2024-07-11,2022-07-03,738.25
"4049","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",65,"","f","","1",52.5,107,"","1",2024-07-11,2022-07-03,738.25
"4050","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",31,"","f","","1",53,107,"","1",2024-07-11,2022-07-03,738.25
"4051","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",21,"","f","","1",53.5,109,"","1",2024-07-11,2022-07-03,738.25
"4052","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",39,"","f","","1",54,116,"","1",2024-07-11,2022-07-03,738.25
"4053","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",10,"","f","","1",53,119,"","1",2024-07-11,2022-07-03,738.25
"4054","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",33,"","f","","1",53.5,124,"","1",2024-07-11,2022-07-03,738.25
"4055","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",75,"","f","","1",58,131,"","1",2024-07-11,2022-07-03,738.25
"4056","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",43,"","f","","1",59.5,143,"","1",2024-07-11,2022-07-03,738.25
"4057","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",74,"","f","","1",59.5,145,"","1",2024-07-11,2022-07-03,738.25
"4058","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",56,"","f","","1",59.5,148,"","1",2024-07-11,2022-07-03,738.25
"4059","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",42,"","f","","3",57,153,"","3",2024-07-11,2022-07-03,738.25
"4060","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",23,"","m","","m",64.5,163,"","m",2024-07-11,2022-07-03,738.25
"4061","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",68,"","f","","1",63,170,"","1",2024-07-11,2022-07-03,738.25
"4062","Helligvaer","Store-kvannoya","3","11.07.2022","TA",50,"N","N",14.3,"18:55","20:28","good",16,"","f","","1",60.5,178,"","1",2024-07-11,2022-07-03,738.25
"4063","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",83,"1","m","","m",40,30,"","m",2024-05-25,2022-07-03,691.25
"4064","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",4,"2","f","r","1",35,32,"","1",2024-05-25,2022-07-03,691.25
"4065","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",87,"1","f","r","1",36.5,32,"","1",2024-05-25,2022-07-03,691.25
"4066","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",84,"1","u","","u",36.5,35,"","u",2024-05-25,2022-07-03,691.25
"4067","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",86,"1","f","r","1",37.5,35,"","1",2024-05-25,2022-07-03,691.25
"4068","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",51,"3","f","r","1",37,39,"","1",2024-05-25,2022-07-03,691.25
"4069","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",52,"3","f","r","1",38,40,"","1",2024-05-25,2022-07-03,691.25
"4070","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",40,"3","m","af","m",38,42,"","m",2024-05-25,2022-07-03,691.25
"4071","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",68,"1","f","r","1",39,42,"","1",2024-05-25,2022-07-03,691.25
"4072","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",85,"1","m","af","m",40.5,45,"","m",2024-05-25,2022-07-03,691.25
"4073","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",42,"3","m","af","m",39,46,"","m",2024-05-25,2022-07-03,691.25
"4074","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",26,"2","m","","m",39.5,46,"","m",2024-05-25,2022-07-03,691.25
"4075","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",82,"1","f","r","2",40,46,"","2",2024-05-25,2022-07-03,691.25
"4076","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",25,"2","f","r","2",41,47,"","2",2024-05-25,2022-07-03,691.25
"4077","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",56,"1","m","af","m",41,47,"","m",2024-05-25,2022-07-03,691.25
"4078","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",6,"2","f","r","3",39.5,48,"","3",2024-05-25,2022-07-03,691.25
"4079","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",77,"1","m","af","m",41,48,"","m",2024-05-25,2022-07-03,691.25
"4080","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",73,"1","m","af","m",41.5,48,"","m",2024-05-25,2022-07-03,691.25
"4081","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",50,"3","f","r","2",41,49,"","2",2024-05-25,2022-07-03,691.25
"4082","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",49,"3","m","af","m",41,50,"","m",2024-05-25,2022-07-03,691.25
"4083","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",31,"3","m","af","m",42,50,"","m",2024-05-25,2022-07-03,691.25
"4084","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",65,"1","m","af","m",42,50,"","m",2024-05-25,2022-07-03,691.25
"4085","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",81,"1","f","r","2",40.5,52,"","2",2024-05-25,2022-07-03,691.25
"4086","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",79,"1","f","r","3",40.5,53,"","3",2024-05-25,2022-07-03,691.25
"4087","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",62,"1","m","af","m",41,55,"","m",2024-05-25,2022-07-03,691.25
"4088","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",44,"3","f","r","2",42.5,55,"","2",2024-05-25,2022-07-03,691.25
"4089","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",47,"3","m","af","m",42,56,"","m",2024-05-25,2022-07-03,691.25
"4090","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",70,"1","f","r","1",42.5,56,"","1",2024-05-25,2022-07-03,691.25
"4091","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",74,"1","m","af","m",43,56,"","m",2024-05-25,2022-07-03,691.25
"4092","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",39,"3","m","af","m",43,57,"","m",2024-05-25,2022-07-03,691.25
"4093","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",24,"2","f","r","3",42.5,58,"","3",2024-05-25,2022-07-03,691.25
"4094","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",41,"3","m","af","m",42.5,58,"","m",2024-05-25,2022-07-03,691.25
"4095","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",9,"2","m","af","m",43,59,"","m",2024-05-25,2022-07-03,691.25
"4096","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",45,"3","m","af","m",43,59,"","m",2024-05-25,2022-07-03,691.25
"4097","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",43,"3","m","af","m",43.5,59,"","m",2024-05-25,2022-07-03,691.25
"4098","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",16,"2","m","af","m",42.5,60,"","m",2024-05-25,2022-07-03,691.25
"4099","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",72,"1","f","r","3",43,61,"","3",2024-05-25,2022-07-03,691.25
"4100","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",15,"2","m","af","m",43,62,"","m",2024-05-25,2022-07-03,691.25
"4101","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",60,"1","f","r","3",43,62,"","3",2024-05-25,2022-07-03,691.25
"4102","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",12,"2","f","r","2",43.5,62,"","2",2024-05-25,2022-07-03,691.25
"4103","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",33,"3","f","r","3",43.5,62,"","3",2024-05-25,2022-07-03,691.25
"4104","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",69,"1","f","r","2",44,62,"","2",2024-05-25,2022-07-03,691.25
"4105","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",13,"2","f","r","2",45,62,"","2",2024-05-25,2022-07-03,691.25
"4106","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",37,"3","m","af","m",42.5,63,"","m",2024-05-25,2022-07-03,691.25
"4107","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",20,"2","m","af","m",44,65,"","m",2024-05-25,2022-07-03,691.25
"4108","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",10,"2","m","af","m",44.5,65,"","m",2024-05-25,2022-07-03,691.25
"4109","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",34,"3","f","r","2",44.5,65,"","2",2024-05-25,2022-07-03,691.25
"4110","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",36,"3","m","af","m",44,66,"","m",2024-05-25,2022-07-03,691.25
"4111","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",46,"3","m","af","m",45,68,"","m",2024-05-25,2022-07-03,691.25
"4112","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",55,"1","m","af","m",45,68,"","m",2024-05-25,2022-07-03,691.25
"4113","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",80,"1","f","r","3",44,69,"","3",2024-05-25,2022-07-03,691.25
"4114","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",63,"1","m","af","m",46.5,73,"","m",2024-05-25,2022-07-03,691.25
"4115","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",76,"1","m","af","m",46.5,74,"","m",2024-05-25,2022-07-03,691.25
"4116","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",75,"1","m","af","m",47.5,74,"","m",2024-05-25,2022-07-03,691.25
"4117","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",23,"2","f","r","2",47,75,"","2",2024-05-25,2022-07-03,691.25
"4118","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",35,"3","f","r","3",45,76,"","3",2024-05-25,2022-07-03,691.25
"4119","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",7,"2","m","af","m",46,76,"","m",2024-05-25,2022-07-03,691.25
"4120","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",61,"1","f","r","2",47.5,76,"","2",2024-05-25,2022-07-03,691.25
"4121","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",67,"1","m","af","m",47,77,"","m",2024-05-25,2022-07-03,691.25
"4122","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",66,"1","m","af","m",47.5,77,"","m",2024-05-25,2022-07-03,691.25
"4123","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",22,"2","f","r","3",47,78,"","3",2024-05-25,2022-07-03,691.25
"4124","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",11,"2","f","r","3",46.5,81,"","3",2024-05-25,2022-07-03,691.25
"4125","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",19,"2","m","af","m",47.5,81,"","m",2024-05-25,2022-07-03,691.25
"4126","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",48,"3","m","af","m",47,86,"","m",2024-05-25,2022-07-03,691.25
"4127","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",64,"1","m","af","m",49,89,"","m",2024-05-25,2022-07-03,691.25
"4128","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",14,"2","f","r","2",57,128,"","2",2024-05-25,2022-07-03,691.25
"4129","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",32,"3","f","r","2",57,132,"","2",2024-05-25,2022-07-03,691.25
"4130","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",21,"2","f","r","3",55.5,146,"","3",2024-05-25,2022-07-03,691.25
"4131","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",38,"3","f","r","2",57,146,"","2",2024-05-25,2022-07-03,691.25
"4132","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",30,"3","m","af","m",59.5,152,"","m",2024-05-25,2022-07-03,691.25
"4133","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",59,"1","f","r","1",61,152,"","1",2024-05-25,2022-07-03,691.25
"4134","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",3,"2","f","r","2",60,157,"","2",2024-05-25,2022-07-03,691.25
"4135","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",8,"2","m","af","m",61,160,"","m",2024-05-25,2022-07-03,691.25
"4136","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",28,"3","m","af","m",59.5,162,"","m",2024-05-25,2022-07-03,691.25
"4137","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",2,"2","f","r","2",60.5,166,"","2",2024-05-25,2022-07-03,691.25
"4138","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",71,"1","f","r","2",60.5,169,"","2",2024-05-25,2022-07-03,691.25
"4139","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",78,"1","f","r","3",58.5,170,"","3",2024-05-25,2022-07-03,691.25
"4140","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",58,"1","f","r","3",50,177,"","3",2024-05-25,2022-07-03,691.25
"4141","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",17,"2","m","af","m",62,178,"","m",2024-05-25,2022-07-03,691.25
"4142","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",29,"3","m","af","m",60,182,"","m",2024-05-25,2022-07-03,691.25
"4143","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",57,"1","f","r","2",63.5,193,"","2",2024-05-25,2022-07-03,691.25
"4144","Helligvaer","Tjonnoyskaeret","1","25.05.2022","TA",0,"N","N",8,"15:25","18:00","medium",5,"2","f","r","2",62,199,"","2",2024-05-25,2022-07-03,691.25
