"","Year","Mo","Da","T0m","T2m","T4m","datetime","datemonth","Area","sl_av_7d"
"27362","2006",9,12,12.46,12.45,12.43,2006-09-12,1900-09-12,"Helligvaer",NA
"27363","2006",9,13,12.49,12.5,12.5,2006-09-13,1900-09-13,"Helligvaer",NA
"27364","2006",9,14,12.44,12.44,12.44,2006-09-14,1900-09-14,"Helligvaer",NA
"27365","2006",9,15,12.56,12.54,12.58,2006-09-15,1900-09-15,"Helligvaer",NA
"27366","2006",9,16,12.62,12.62,12.63,2006-09-16,1900-09-16,"Helligvaer",NA
"27367","2006",9,17,12.39,12.39,12.39,2006-09-17,1900-09-17,"Helligvaer",NA
"27368","2006",9,18,12.58,12.58,12.58,2006-09-18,1900-09-18,"Helligvaer",NA
"27369","2006",9,19,12.51,12.51,12.5,2006-09-19,1900-09-19,"Helligvaer",NA
"27370","2006",9,20,12.55,12.55,12.56,2006-09-20,1900-09-20,"Helligvaer",NA
"27371","2006",9,21,12.22,12.23,12.26,2006-09-21,1900-09-21,"Helligvaer",NA
"27372","2006",9,22,11.98,11.99,12.01,2006-09-22,1900-09-22,"Helligvaer",NA
"27373","2006",9,23,11.91,11.92,11.96,2006-09-23,1900-09-23,"Helligvaer",NA
"27374","2006",9,24,12.25,12.26,12.27,2006-09-24,1900-09-24,"Helligvaer",NA
"27375","2006",9,25,12.09,12.09,12.09,2006-09-25,1900-09-25,"Helligvaer",NA
"27376","2006",9,26,12.09,12.09,12.1,2006-09-26,1900-09-26,"Helligvaer",NA
"27377","2006",9,27,12.08,12.09,12.09,2006-09-27,1900-09-27,"Helligvaer",NA
"27378","2006",9,28,11.82,11.89,11.96,2006-09-28,1900-09-28,"Helligvaer",NA
"27379","2006",9,29,11.36,11.8,11.91,2006-09-29,1900-09-29,"Helligvaer",NA
"27380","2006",9,30,10.93,11.15,11.53,2006-09-30,1900-09-30,"Helligvaer",NA
"27381","2006",10,1,10.82,10.92,11.05,2006-10-01,1900-10-01,"Helligvaer",NA
"27382","2006",10,2,10.97,11.01,11.2,2006-10-02,1900-10-02,"Helligvaer",NA
"27383","2006",10,3,10.96,10.97,10.98,2006-10-03,1900-10-03,"Helligvaer",NA
"27384","2006",10,4,10.67,10.72,10.91,2006-10-04,1900-10-04,"Helligvaer",NA
"27385","2006",10,5,10.87,10.9,10.98,2006-10-05,1900-10-05,"Helligvaer",NA
"27386","2006",10,6,11.15,11.17,11.25,2006-10-06,1900-10-06,"Helligvaer",NA
"27387","2006",10,7,10.96,11.05,11.11,2006-10-07,1900-10-07,"Helligvaer",NA
"27388","2006",10,8,11.21,11.22,11.22,2006-10-08,1900-10-08,"Helligvaer",NA
"27389","2006",10,9,11.45,11.46,11.47,2006-10-09,1900-10-09,"Helligvaer",NA
"27390","2006",10,10,11.36,11.36,11.36,2006-10-10,1900-10-10,"Helligvaer",NA
"27391","2006",10,11,11.2,11.2,11.21,2006-10-11,1900-10-11,"Helligvaer",NA
"27392","2006",10,12,11.16,11.18,11.21,2006-10-12,1900-10-12,"Helligvaer",NA
"27393","2006",10,13,11.09,11.09,11.09,2006-10-13,1900-10-13,"Helligvaer",NA
"27394","2006",10,14,11.47,11.48,11.49,2006-10-14,1900-10-14,"Helligvaer",NA
"27395","2006",10,15,11.57,11.57,11.57,2006-10-15,1900-10-15,"Helligvaer",NA
"27396","2006",10,16,11.58,11.58,11.58,2006-10-16,1900-10-16,"Helligvaer",NA
"27397","2006",10,17,11.43,11.43,11.43,2006-10-17,1900-10-17,"Helligvaer",NA
"27398","2006",10,18,11.35,11.35,11.36,2006-10-18,1900-10-18,"Helligvaer",NA
"27399","2006",10,19,11.33,11.34,11.34,2006-10-19,1900-10-19,"Helligvaer",NA
"27400","2006",10,20,11.22,11.24,11.27,2006-10-20,1900-10-20,"Helligvaer",NA
"27401","2006",10,21,11.35,11.35,11.35,2006-10-21,1900-10-21,"Helligvaer",NA
"27402","2006",10,22,10.85,10.95,11.05,2006-10-22,1900-10-22,"Helligvaer",NA
"27403","2006",10,23,11.02,11.03,11.04,2006-10-23,1900-10-23,"Helligvaer",NA
"27404","2006",10,24,11.09,11.11,11.15,2006-10-24,1900-10-24,"Helligvaer",NA
"27405","2006",10,25,11.17,11.17,11.18,2006-10-25,1900-10-25,"Helligvaer",NA
"27406","2006",10,26,10.94,10.94,10.95,2006-10-26,1900-10-26,"Helligvaer",NA
"27407","2006",10,27,10.79,10.8,10.81,2006-10-27,1900-10-27,"Helligvaer",NA
"27408","2006",10,28,9.89,9.95,10.01,2006-10-28,1900-10-28,"Helligvaer",NA
"27409","2006",10,29,10.5,10.51,10.51,2006-10-29,1900-10-29,"Helligvaer",NA
"27410","2006",10,30,10.69,10.7,10.7,2006-10-30,1900-10-30,"Helligvaer",NA
"27411","2006",10,31,10.44,10.44,10.45,2006-10-31,1900-10-31,"Helligvaer",NA
"27412","2006",11,1,10.17,10.18,10.18,2006-11-01,1900-11-01,"Helligvaer",NA
"27413","2006",11,2,10.3,10.3,10.31,2006-11-02,1900-11-02,"Helligvaer",NA
"27414","2006",11,3,10.45,10.46,10.47,2006-11-03,1900-11-03,"Helligvaer",NA
"27415","2006",11,4,10.43,10.44,10.44,2006-11-04,1900-11-04,"Helligvaer",NA
"27416","2006",11,5,10.25,10.25,10.26,2006-11-05,1900-11-05,"Helligvaer",NA
"27417","2006",11,6,10.15,10.16,10.16,2006-11-06,1900-11-06,"Helligvaer",NA
"27418","2006",11,7,10.15,10.16,10.16,2006-11-07,1900-11-07,"Helligvaer",NA
"27419","2006",11,8,10.1,10.11,10.11,2006-11-08,1900-11-08,"Helligvaer",NA
"27420","2006",11,9,9.94,9.95,9.95,2006-11-09,1900-11-09,"Helligvaer",NA
"27421","2006",11,10,9.83,9.83,9.83,2006-11-10,1900-11-10,"Helligvaer",NA
"27422","2006",11,11,9.74,9.75,9.75,2006-11-11,1900-11-11,"Helligvaer",NA
"27423","2006",11,12,9.79,9.79,9.8,2006-11-12,1900-11-12,"Helligvaer",NA
"27424","2006",11,13,9.72,9.72,9.73,2006-11-13,1900-11-13,"Helligvaer",NA
"27425","2006",11,14,9.61,9.61,9.62,2006-11-14,1900-11-14,"Helligvaer",NA
"27426","2006",11,15,9.53,9.54,9.54,2006-11-15,1900-11-15,"Helligvaer",NA
"27427","2006",11,16,9.51,9.52,9.52,2006-11-16,1900-11-16,"Helligvaer",NA
"27428","2006",11,17,9.44,9.44,9.45,2006-11-17,1900-11-17,"Helligvaer",NA
"27429","2006",11,18,9.39,9.39,9.39,2006-11-18,1900-11-18,"Helligvaer",NA
"27430","2006",11,19,9.39,9.39,9.4,2006-11-19,1900-11-19,"Helligvaer",NA
"27431","2006",11,20,9.39,9.4,9.4,2006-11-20,1900-11-20,"Helligvaer",NA
"27432","2006",11,21,9.29,9.29,9.29,2006-11-21,1900-11-21,"Helligvaer",NA
"27433","2006",11,22,9.27,9.27,9.27,2006-11-22,1900-11-22,"Helligvaer",NA
"27434","2006",11,23,9.28,9.28,9.28,2006-11-23,1900-11-23,"Helligvaer",NA
"27435","2006",11,24,9.19,9.19,9.2,2006-11-24,1900-11-24,"Helligvaer",NA
"27436","2006",11,25,9.21,9.21,9.21,2006-11-25,1900-11-25,"Helligvaer",NA
"27437","2006",11,26,9.2,9.2,9.21,2006-11-26,1900-11-26,"Helligvaer",NA
"27438","2006",11,27,9.32,9.33,9.33,2006-11-27,1900-11-27,"Helligvaer",NA
"27439","2006",11,28,9.18,9.19,9.19,2006-11-28,1900-11-28,"Helligvaer",NA
"27440","2006",11,29,9.11,9.12,9.12,2006-11-29,1900-11-29,"Helligvaer",NA
"27441","2006",11,30,9.06,9.06,9.06,2006-11-30,1900-11-30,"Helligvaer",NA
"27442","2006",12,1,8.88,8.89,8.89,2006-12-01,1900-12-01,"Helligvaer",NA
"27443","2006",12,2,8.85,8.85,8.85,2006-12-02,1900-12-02,"Helligvaer",NA
"27444","2006",12,3,8.78,8.79,8.79,2006-12-03,1900-12-03,"Helligvaer",NA
"27445","2006",12,4,8.71,8.72,8.72,2006-12-04,1900-12-04,"Helligvaer",NA
"27446","2006",12,5,8.45,8.46,8.49,2006-12-05,1900-12-05,"Helligvaer",NA
"27447","2006",12,6,8.3,8.31,8.32,2006-12-06,1900-12-06,"Helligvaer",NA
"27448","2006",12,7,8.27,8.28,8.29,2006-12-07,1900-12-07,"Helligvaer",NA
"27449","2006",12,8,8.23,8.23,8.23,2006-12-08,1900-12-08,"Helligvaer",NA
"27450","2006",12,9,8.24,8.25,8.25,2006-12-09,1900-12-09,"Helligvaer",NA
"27451","2006",12,10,8.51,8.52,8.52,2006-12-10,1900-12-10,"Helligvaer",NA
"27452","2006",12,11,8.46,8.46,8.47,2006-12-11,1900-12-11,"Helligvaer",NA
"27453","2006",12,12,8.53,8.53,8.53,2006-12-12,1900-12-12,"Helligvaer",NA
"27454","2006",12,13,8.44,8.45,8.45,2006-12-13,1900-12-13,"Helligvaer",NA
"27455","2006",12,14,8.13,8.15,8.17,2006-12-14,1900-12-14,"Helligvaer",NA
"27456","2006",12,15,7.98,8.02,8.05,2006-12-15,1900-12-15,"Helligvaer",NA
"27457","2006",12,16,7.76,7.77,7.79,2006-12-16,1900-12-16,"Helligvaer",NA
"27458","2006",12,17,7.72,7.73,7.74,2006-12-17,1900-12-17,"Helligvaer",NA
"27459","2006",12,18,7.83,7.84,7.85,2006-12-18,1900-12-18,"Helligvaer",NA
"27460","2006",12,19,7.89,7.9,7.91,2006-12-19,1900-12-19,"Helligvaer",NA
"27461","2006",12,20,7.95,7.95,7.96,2006-12-20,1900-12-20,"Helligvaer",NA
"27462","2006",12,21,8.25,8.25,8.25,2006-12-21,1900-12-21,"Helligvaer",NA
"27463","2006",12,22,8.47,8.47,8.47,2006-12-22,1900-12-22,"Helligvaer",NA
"27464","2006",12,23,7.98,8,8.05,2006-12-23,1900-12-23,"Helligvaer",NA
"27465","2006",12,24,8.04,8.05,8.05,2006-12-24,1900-12-24,"Helligvaer",NA
"27466","2006",12,25,8.12,8.13,8.13,2006-12-25,1900-12-25,"Helligvaer",NA
"27467","2006",12,26,8.36,8.37,8.37,2006-12-26,1900-12-26,"Helligvaer",NA
"27468","2006",12,27,7.73,7.74,7.74,2006-12-27,1900-12-27,"Helligvaer",NA
"27469","2006",12,28,7.62,7.63,7.63,2006-12-28,1900-12-28,"Helligvaer",NA
"27470","2006",12,29,7.45,7.52,7.62,2006-12-29,1900-12-29,"Helligvaer",NA
"27471","2006",12,30,7.07,7.09,7.2,2006-12-30,1900-12-30,"Helligvaer",NA
"27472","2006",12,31,7.59,7.6,7.61,2006-12-31,1900-12-31,"Helligvaer",NA
"27473","2007",1,1,8,8.01,8.01,2007-01-01,1900-01-01,"Helligvaer",NA
"27474","2007",1,2,7.74,7.76,7.78,2007-01-02,1900-01-02,"Helligvaer",NA
"27475","2007",1,3,7.64,7.66,7.69,2007-01-03,1900-01-03,"Helligvaer",NA
"27476","2007",1,4,5.96,6.13,6.35,2007-01-04,1900-01-04,"Helligvaer",NA
"27477","2007",1,5,5.6,5.73,5.97,2007-01-05,1900-01-05,"Helligvaer",NA
"27478","2007",1,6,5.63,5.82,6.23,2007-01-06,1900-01-06,"Helligvaer",NA
"27479","2007",1,7,6.98,6.98,7,2007-01-07,1900-01-07,"Helligvaer",NA
"27480","2007",1,8,6.96,6.98,7.04,2007-01-08,1900-01-08,"Helligvaer",NA
"27481","2007",1,9,6.84,6.86,6.93,2007-01-09,1900-01-09,"Helligvaer",NA
"27482","2007",1,10,6.87,6.95,7.04,2007-01-10,1900-01-10,"Helligvaer",NA
"27483","2007",1,11,6.84,6.85,6.87,2007-01-11,1900-01-11,"Helligvaer",NA
"27484","2007",1,12,7.19,7.19,7.2,2007-01-12,1900-01-12,"Helligvaer",NA
"27485","2007",1,13,7.46,7.49,7.51,2007-01-13,1900-01-13,"Helligvaer",NA
"27486","2007",1,14,7.16,7.19,7.31,2007-01-14,1900-01-14,"Helligvaer",NA
"27487","2007",1,15,7.34,7.35,7.36,2007-01-15,1900-01-15,"Helligvaer",NA
"27488","2007",1,16,7.53,7.54,7.54,2007-01-16,1900-01-16,"Helligvaer",NA
"27489","2007",1,17,7.8,7.81,7.81,2007-01-17,1900-01-17,"Helligvaer",NA
"27490","2007",1,18,7.45,7.45,7.46,2007-01-18,1900-01-18,"Helligvaer",NA
"27491","2007",1,19,6.7,6.72,6.88,2007-01-19,1900-01-19,"Helligvaer",NA
"27492","2007",1,20,6.34,6.35,6.36,2007-01-20,1900-01-20,"Helligvaer",NA
"27493","2007",1,21,6.31,6.31,6.31,2007-01-21,1900-01-21,"Helligvaer",NA
"27494","2007",1,22,6.41,6.42,6.42,2007-01-22,1900-01-22,"Helligvaer",NA
"27495","2007",1,23,6.7,6.7,6.71,2007-01-23,1900-01-23,"Helligvaer",NA
"27496","2007",1,24,6.41,6.49,6.59,2007-01-24,1900-01-24,"Helligvaer",NA
"27497","2007",1,25,7.57,7.58,7.58,2007-01-25,1900-01-25,"Helligvaer",NA
"27498","2007",1,26,7.12,7.14,7.14,2007-01-26,1900-01-26,"Helligvaer",NA
"27499","2007",1,27,6.78,6.78,6.79,2007-01-27,1900-01-27,"Helligvaer",NA
"27500","2007",1,28,6.73,6.74,6.75,2007-01-28,1900-01-28,"Helligvaer",NA
"27501","2007",1,29,6.83,6.83,6.84,2007-01-29,1900-01-29,"Helligvaer",NA
"27502","2007",1,30,5.91,5.92,5.97,2007-01-30,1900-01-30,"Helligvaer",NA
"27503","2007",1,31,6.2,6.21,6.24,2007-01-31,1900-01-31,"Helligvaer",NA
"27504","2007",2,1,6.72,6.73,6.73,2007-02-01,1900-02-01,"Helligvaer",NA
"27505","2007",2,2,6.98,6.99,6.99,2007-02-02,1900-02-02,"Helligvaer",NA
"27506","2007",2,3,6.44,6.46,6.5,2007-02-03,1900-02-03,"Helligvaer",NA
"27507","2007",2,4,6.51,6.51,6.52,2007-02-04,1900-02-04,"Helligvaer",NA
"27508","2007",2,5,6.3,6.31,6.31,2007-02-05,1900-02-05,"Helligvaer",NA
"27509","2007",2,6,6.05,6.05,6.05,2007-02-06,1900-02-06,"Helligvaer",NA
"27510","2007",2,7,5.74,5.75,5.77,2007-02-07,1900-02-07,"Helligvaer",NA
"27511","2007",2,8,6.15,6.15,6.15,2007-02-08,1900-02-08,"Helligvaer",NA
"27512","2007",2,9,6.35,6.35,6.35,2007-02-09,1900-02-09,"Helligvaer",NA
"27513","2007",2,10,6.08,6.09,6.09,2007-02-10,1900-02-10,"Helligvaer",NA
"27514","2007",2,11,5.92,5.92,5.93,2007-02-11,1900-02-11,"Helligvaer",NA
"27515","2007",2,12,3.83,4,4.35,2007-02-12,1900-02-12,"Helligvaer",NA
"27516","2007",2,13,3.24,3.25,3.28,2007-02-13,1900-02-13,"Helligvaer",NA
"27517","2007",2,14,2.96,3.06,3.57,2007-02-14,1900-02-14,"Helligvaer",NA
"27518","2007",2,15,3.46,3.74,4.01,2007-02-15,1900-02-15,"Helligvaer",NA
"27519","2007",2,16,5.47,5.48,5.49,2007-02-16,1900-02-16,"Helligvaer",NA
"27520","2007",2,17,4.97,5.04,5.21,2007-02-17,1900-02-17,"Helligvaer",NA
"27521","2007",2,18,5.17,5.25,5.48,2007-02-18,1900-02-18,"Helligvaer",NA
"27522","2007",2,19,4.74,4.75,4.76,2007-02-19,1900-02-19,"Helligvaer",NA
"27523","2007",2,20,4.88,4.89,4.89,2007-02-20,1900-02-20,"Helligvaer",NA
"27524","2007",2,21,4.81,4.81,4.82,2007-02-21,1900-02-21,"Helligvaer",NA
"27525","2007",2,22,5.2,5.21,5.21,2007-02-22,1900-02-22,"Helligvaer",NA
"27526","2007",2,23,5.33,5.33,5.33,2007-02-23,1900-02-23,"Helligvaer",NA
"27527","2007",2,24,5.49,5.49,5.5,2007-02-24,1900-02-24,"Helligvaer",NA
"27528","2007",2,25,5.39,5.39,5.4,2007-02-25,1900-02-25,"Helligvaer",NA
"27529","2007",2,26,5.62,5.63,5.63,2007-02-26,1900-02-26,"Helligvaer",NA
"27530","2007",2,27,5.57,5.57,5.57,2007-02-27,1900-02-27,"Helligvaer",NA
"27531","2007",2,28,5.49,5.5,5.5,2007-02-28,1900-02-28,"Helligvaer",NA
"27532","2007",3,1,5.3,5.31,5.32,2007-03-01,1900-03-01,"Helligvaer",NA
"27533","2007",3,2,5.57,5.57,5.58,2007-03-02,1900-03-02,"Helligvaer",NA
"27534","2007",3,3,5.44,5.44,5.44,2007-03-03,1900-03-03,"Helligvaer",NA
"27535","2007",3,4,5.14,5.14,5.15,2007-03-04,1900-03-04,"Helligvaer",NA
"27536","2007",3,5,5.17,5.17,5.17,2007-03-05,1900-03-05,"Helligvaer",NA
"27537","2007",3,6,5.23,5.23,5.23,2007-03-06,1900-03-06,"Helligvaer",NA
"27538","2007",3,7,5.22,5.22,5.22,2007-03-07,1900-03-07,"Helligvaer",NA
"27539","2007",3,8,5.22,5.22,5.22,2007-03-08,1900-03-08,"Helligvaer",NA
"27540","2007",3,9,5.26,5.26,5.26,2007-03-09,1900-03-09,"Helligvaer",NA
"27541","2007",3,10,5.27,5.27,5.27,2007-03-10,1900-03-10,"Helligvaer",NA
"27542","2007",3,11,5.23,5.23,5.23,2007-03-11,1900-03-11,"Helligvaer",NA
"27543","2007",3,12,5.39,5.4,5.4,2007-03-12,1900-03-12,"Helligvaer",NA
"27544","2007",3,13,5.44,5.44,5.44,2007-03-13,1900-03-13,"Helligvaer",NA
"27545","2007",3,14,5.61,5.61,5.61,2007-03-14,1900-03-14,"Helligvaer",NA
"27546","2007",3,15,5.58,5.58,5.58,2007-03-15,1900-03-15,"Helligvaer",NA
"27547","2007",3,16,5.57,5.57,5.58,2007-03-16,1900-03-16,"Helligvaer",NA
"27548","2007",3,17,5.33,5.34,5.35,2007-03-17,1900-03-17,"Helligvaer",NA
"27549","2007",3,18,5.38,5.39,5.39,2007-03-18,1900-03-18,"Helligvaer",NA
"27550","2007",3,19,5.43,5.43,5.43,2007-03-19,1900-03-19,"Helligvaer",NA
"27551","2007",3,20,5.26,5.26,5.26,2007-03-20,1900-03-20,"Helligvaer",NA
"27552","2007",3,21,5.21,5.22,5.23,2007-03-21,1900-03-21,"Helligvaer",NA
"27553","2007",3,22,5.69,5.69,5.69,2007-03-22,1900-03-22,"Helligvaer",NA
"27554","2007",3,23,5.62,5.62,5.62,2007-03-23,1900-03-23,"Helligvaer",NA
"27555","2007",3,24,5.62,5.62,5.62,2007-03-24,1900-03-24,"Helligvaer",NA
"27556","2007",3,25,5.51,5.51,5.51,2007-03-25,1900-03-25,"Helligvaer",NA
"27557","2007",3,26,5.52,5.52,5.52,2007-03-26,1900-03-26,"Helligvaer",NA
"27558","2007",3,27,5.47,5.48,5.48,2007-03-27,1900-03-27,"Helligvaer",NA
"27559","2007",3,28,5.33,5.34,5.35,2007-03-28,1900-03-28,"Helligvaer",NA
"27560","2007",3,29,5.4,5.41,5.41,2007-03-29,1900-03-29,"Helligvaer",NA
"27561","2007",3,30,5.38,5.39,5.39,2007-03-30,1900-03-30,"Helligvaer",NA
"27562","2007",3,31,5.41,5.41,5.42,2007-03-31,1900-03-31,"Helligvaer",NA
"27563","2007",4,1,5.63,5.63,5.63,2007-04-01,1900-04-01,"Helligvaer",NA
"27564","2007",4,2,5.6,5.6,5.6,2007-04-02,1900-04-02,"Helligvaer",NA
"27565","2007",4,3,5.36,5.36,5.36,2007-04-03,1900-04-03,"Helligvaer",NA
"27566","2007",4,4,5.62,5.62,5.62,2007-04-04,1900-04-04,"Helligvaer",NA
"27567","2007",4,5,5.57,5.57,5.57,2007-04-05,1900-04-05,"Helligvaer",NA
"27568","2007",4,6,5.25,5.26,5.27,2007-04-06,1900-04-06,"Helligvaer",NA
"27569","2007",4,7,5.33,5.34,5.34,2007-04-07,1900-04-07,"Helligvaer",NA
"27570","2007",4,8,5.13,5.14,5.15,2007-04-08,1900-04-08,"Helligvaer",NA
"27571","2007",4,9,4.98,4.99,4.99,2007-04-09,1900-04-09,"Helligvaer",NA
"27572","2007",4,10,5.27,5.28,5.28,2007-04-10,1900-04-10,"Helligvaer",NA
"27573","2007",4,11,5.49,5.5,5.5,2007-04-11,1900-04-11,"Helligvaer",NA
"27574","2007",4,12,5.35,5.35,5.36,2007-04-12,1900-04-12,"Helligvaer",NA
"27575","2007",4,13,5.7,5.7,5.7,2007-04-13,1900-04-13,"Helligvaer",NA
"27576","2007",4,14,5.78,5.78,5.78,2007-04-14,1900-04-14,"Helligvaer",NA
"27577","2007",4,15,5.82,5.82,5.82,2007-04-15,1900-04-15,"Helligvaer",NA
"27578","2007",4,16,5.77,5.77,5.77,2007-04-16,1900-04-16,"Helligvaer",NA
"27579","2007",4,17,5.67,5.68,5.68,2007-04-17,1900-04-17,"Helligvaer",NA
"27580","2007",4,18,5.55,5.56,5.57,2007-04-18,1900-04-18,"Helligvaer",NA
"27581","2007",4,19,5.26,5.27,5.3,2007-04-19,1900-04-19,"Helligvaer",NA
"27582","2007",4,20,5.38,5.39,5.39,2007-04-20,1900-04-20,"Helligvaer",NA
"27583","2007",4,21,5.49,5.5,5.5,2007-04-21,1900-04-21,"Helligvaer",NA
"27584","2007",4,22,5.65,5.66,5.68,2007-04-22,1900-04-22,"Helligvaer",NA
"27585","2007",4,23,5.7,5.69,5.71,2007-04-23,1900-04-23,"Helligvaer",NA
"27586","2007",4,24,5.54,5.51,5.61,2007-04-24,1900-04-24,"Helligvaer",NA
"27587","2007",4,25,6.08,6.08,6.08,2007-04-25,1900-04-25,"Helligvaer",NA
"27588","2007",4,26,6.18,6.18,6.18,2007-04-26,1900-04-26,"Helligvaer",NA
"27589","2007",4,27,6.32,6.32,6.32,2007-04-27,1900-04-27,"Helligvaer",NA
"27590","2007",4,28,5.97,5.97,5.97,2007-04-28,1900-04-28,"Helligvaer",NA
"27591","2007",4,29,5.86,5.87,5.89,2007-04-29,1900-04-29,"Helligvaer",NA
"27592","2007",4,30,5.9,5.91,5.96,2007-04-30,1900-04-30,"Helligvaer",NA
"27593","2007",5,1,6.12,6.1,6.08,2007-05-01,1900-05-01,"Helligvaer",NA
"27594","2007",5,2,6.3,6.15,6.09,2007-05-02,1900-05-02,"Helligvaer",NA
"27595","2007",5,3,6.09,6.09,6.09,2007-05-03,1900-05-03,"Helligvaer",NA
"27596","2007",5,4,6.27,6.23,6.18,2007-05-04,1900-05-04,"Helligvaer",NA
"27597","2007",5,5,6.18,6.18,6.18,2007-05-05,1900-05-05,"Helligvaer",NA
"27598","2007",5,6,6.19,6.19,6.18,2007-05-06,1900-05-06,"Helligvaer",NA
"27599","2007",5,7,6.26,6.24,6.2,2007-05-07,1900-05-07,"Helligvaer",NA
"27600","2007",5,8,6.23,6.21,6.21,2007-05-08,1900-05-08,"Helligvaer",NA
"27601","2007",5,9,6.21,6.16,6.19,2007-05-09,1900-05-09,"Helligvaer",NA
"27602","2007",5,10,6.17,6.17,6.18,2007-05-10,1900-05-10,"Helligvaer",NA
"27603","2007",5,11,6.48,6.26,6.17,2007-05-11,1900-05-11,"Helligvaer",NA
"27604","2007",5,12,6.81,6.62,6.49,2007-05-12,1900-05-12,"Helligvaer",NA
"27605","2007",5,13,7.11,6.95,6.87,2007-05-13,1900-05-13,"Helligvaer",NA
"27606","2007",5,14,7.4,7.24,7.07,2007-05-14,1900-05-14,"Helligvaer",NA
"27607","2007",5,15,7.35,7.31,7.22,2007-05-15,1900-05-15,"Helligvaer",NA
"27608","2007",5,16,6.65,6.65,6.65,2007-05-16,1900-05-16,"Helligvaer",NA
"27609","2007",5,17,6.72,6.72,6.72,2007-05-17,1900-05-17,"Helligvaer",NA
"27610","2007",5,18,7,6.98,6.97,2007-05-18,1900-05-18,"Helligvaer",NA
"27611","2007",5,19,7.22,7.12,7.06,2007-05-19,1900-05-19,"Helligvaer",NA
"27612","2007",5,20,6.92,6.92,6.91,2007-05-20,1900-05-20,"Helligvaer",NA
"27613","2007",5,21,6.66,6.66,6.65,2007-05-21,1900-05-21,"Helligvaer",NA
"27614","2007",5,22,7.24,7.1,6.96,2007-05-22,1900-05-22,"Helligvaer",NA
"27615","2007",5,23,6.88,6.88,6.88,2007-05-23,1900-05-23,"Helligvaer",NA
"27616","2007",5,24,7.04,7.02,6.99,2007-05-24,1900-05-24,"Helligvaer",NA
"27617","2007",5,25,7.15,7.04,7.01,2007-05-25,1900-05-25,"Helligvaer",NA
"27618","2007",5,26,7.03,7.03,7.02,2007-05-26,1900-05-26,"Helligvaer",NA
"27619","2007",5,27,7.21,7.21,7.21,2007-05-27,1900-05-27,"Helligvaer",NA
"27620","2007",5,28,7.22,7.22,7.21,2007-05-28,1900-05-28,"Helligvaer",NA
"27621","2007",5,29,7.75,7.7,7.66,2007-05-29,1900-05-29,"Helligvaer",NA
"27622","2007",5,30,7.93,7.92,7.87,2007-05-30,1900-05-30,"Helligvaer",NA
"27623","2007",5,31,8.08,8.09,8.06,2007-05-31,1900-05-31,"Helligvaer",NA
"27624","2007",6,1,8.89,8.63,8.36,2007-06-01,1900-06-01,"Helligvaer",NA
"27625","2007",6,2,9.36,8.6,8.25,2007-06-02,1900-06-02,"Helligvaer",NA
"27626","2007",6,3,9.45,8.71,8.29,2007-06-03,1900-06-03,"Helligvaer",NA
"27627","2007",6,4,9.79,9.25,8.6,2007-06-04,1900-06-04,"Helligvaer",NA
"27628","2007",6,5,9.8,9.5,8.72,2007-06-05,1900-06-05,"Helligvaer",NA
"27629","2007",6,6,10.58,10.02,9.03,2007-06-06,1900-06-06,"Helligvaer",NA
"27630","2007",6,7,10.64,10.1,9.02,2007-06-07,1900-06-07,"Helligvaer",NA
"27631","2007",6,8,10.88,10.45,9.07,2007-06-08,1900-06-08,"Helligvaer",NA
"27632","2007",6,9,10.99,10.56,9.37,2007-06-09,1900-06-09,"Helligvaer",NA
"27633","2007",6,10,11.27,10.43,9.43,2007-06-10,1900-06-10,"Helligvaer",NA
"27634","2007",6,11,9.82,9.52,9.18,2007-06-11,1900-06-11,"Helligvaer",NA
"27635","2007",6,12,10.05,10.04,9.91,2007-06-12,1900-06-12,"Helligvaer",NA
"27636","2007",6,13,9.96,9.97,9.78,2007-06-13,1900-06-13,"Helligvaer",NA
"27637","2007",6,14,10.09,9.89,9.59,2007-06-14,1900-06-14,"Helligvaer",NA
"27638","2007",6,15,9.58,9.5,9.3,2007-06-15,1900-06-15,"Helligvaer",NA
"27639","2007",6,16,9.34,9.23,9.12,2007-06-16,1900-06-16,"Helligvaer",NA
"27640","2007",6,17,9.63,9.61,9.52,2007-06-17,1900-06-17,"Helligvaer",NA
"27641","2007",6,18,9.76,9.72,9.6,2007-06-18,1900-06-18,"Helligvaer",NA
"27642","2007",6,19,9.64,9.55,9.43,2007-06-19,1900-06-19,"Helligvaer",NA
"27643","2007",6,20,9.84,9.67,9.48,2007-06-20,1900-06-20,"Helligvaer",NA
"27644","2007",6,21,10.18,10.13,9.95,2007-06-21,1900-06-21,"Helligvaer",NA
"27645","2007",6,22,11.15,10.27,9.7,2007-06-22,1900-06-22,"Helligvaer",NA
"27646","2007",6,23,11.6,10.81,9.98,2007-06-23,1900-06-23,"Helligvaer",NA
"27647","2007",6,24,12.1,11.27,10.39,2007-06-24,1900-06-24,"Helligvaer",NA
"27648","2007",6,25,12.38,11.65,10.69,2007-06-25,1900-06-25,"Helligvaer",NA
"27649","2007",6,26,12.66,11.66,10.79,2007-06-26,1900-06-26,"Helligvaer",NA
"27650","2007",6,27,12.86,12.48,11.49,2007-06-27,1900-06-27,"Helligvaer",NA
"27651","2007",6,28,12.18,11.76,11.12,2007-06-28,1900-06-28,"Helligvaer",NA
